worker_id,state,sex,marital_status,religion,social_group,urban_rural,education,employment_type,employer_type,age,annual_wage_inr,work_hours_year
5100,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,26,23782,847
5101,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,36,24649,2235
5102,Karnataka,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),casual_daily,private_individual,45,14631,1200
5103,Kerala,Female,Separated/Divorced,Buddhist,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,45,13610,1890
5104,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Rural,1-4 yrs,casual_piecework,private_individual,51,14047,1619
5105,Karnataka,Female,Married,Christian,Muslim,Urban,1-4 yrs,casual_daily,private_individual,36,10391,717
5106,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,22,32375,1717
5107,Andhra Pradesh,Female,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,other,63,6846,1248
5108,Rajasthan,Male,Unmarried,Hindu,OBC,Urban,Graduate (15),casual_daily,private_individual,19,35999,1576
5109,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,1-4 yrs,casual_daily,private_individual,50,73532,2079
5110,Rajasthan,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,29,2827,544
5111,Odisha,Male,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,51,74011,3080
5112,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,29,19849,1736
5113,West Bengal,Male,Married,Tribal,Dalit (SC),Urban,Secondary (10-11),regular_informal,private_firm,23,62952,2959
5114,Andhra Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),casual_daily,private_firm,18,35975,1200
5115,Kerala,Male,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_firm,35,124936,2900
5116,West Bengal,Male,Married,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,50,70205,2205
5117,Karnataka,Female,Married,Hindu,OBC,Urban,Higher Sec (12-14),regular_informal,private_individual,45,31845,1896
5118,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,25,81918,2071
5119,Bihar,Male,Married,Muslim,Muslim,Rural,Secondary (10-11),casual_daily,private_firm,45,46534,3052
5120,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,22,55737,2389
5121,West Bengal,Male,Married,Hindu,Forward caste,Urban,1-4 yrs,casual_daily,private_individual,49,25154,1829
5122,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,mgnrega,50,3363,672
5123,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,other,24,24969,2818
5124,West Bengal,Male,Unmarried,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,24,20330,1194
5125,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,44,93504,2974
5126,Maharashtra,Male,Married,Hindu,OBC,Rural,Graduate (15),casual_piecework,private_individual,31,97406,1407
5127,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,35,28152,2140
5128,Haryana,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,53,85384,3121
5129,West Bengal,Male,Married,Hindu,Brahmin,Rural,Graduate (15),casual_daily,private_individual,32,44718,3481
5130,Karnataka,Male,Separated/Divorced,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,other,42,50203,1935
5131,Andhra Pradesh,Male,Unmarried,Hindu,Forward caste,Rural,Secondary (10-11),casual_piecework,private_individual,26,28945,2428
5132,West Bengal,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),regular_informal,private_firm,30,144860,2925
5133,Punjab,Male,Separated/Divorced,Sikh,Christian/Sikh/Jain,Rural,1-4 yrs,regular_informal,private_individual,53,58089,2430
5134,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),short_term_contract,private_individual,33,41202,3149
5135,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),short_term_contract,private_individual,25,17946,1186
5136,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),casual_daily,private_individual,49,45880,1983
5137,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,28,57925,2940
5138,Gujarat,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_piecework,private_individual,47,17642,1786
5139,Karnataka,Male,Unmarried,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_firm,18,40378,1754
5140,Tamil Nadu,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,26,14607,1626
5141,West Bengal,Male,Unmarried,Buddhist,Christian/Sikh/Jain,Urban,Secondary (10-11),casual_daily,private_individual,25,205244,2530
5142,West Bengal,Male,Unmarried,Hindu,Forward caste,Urban,Higher Sec (12-14),casual_daily,private_firm,23,48820,1798
5143,Karnataka,Male,Unmarried,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_firm,22,78326,2849
5144,Kerala,Male,Unmarried,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_individual,48,107342,2598
5145,Odisha,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,23,30250,576
5146,West Bengal,Male,Married,Hindu,Brahmin,Urban,Graduate (15),regular_informal,private_firm,44,215823,2929
5147,Odisha,Male,Unmarried,Hindu,Brahmin,Rural,Higher Sec (12-14),regular_informal,other_govt_program,52,12656,1059
5148,Haryana,Male,Married,Hindu,OBC,Rural,Graduate (15),regular_informal,other_govt_program,43,195353,2936
5149,Karnataka,Female,Widowed,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,51,21757,1605
5150,Punjab,Male,Married,Sikh,OBC,Rural,Secondary (10-11),regular_informal,private_individual,26,55122,2618
5151,West Bengal,Male,Married,Hindu,Adivasi (ST),Rural,Graduate (15),regular_informal,other_govt_program,50,54520,2861
5152,Assam,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,22,1011,99
5153,Gujarat,Male,Unmarried,Hindu,Forward caste,Urban,Middle (6-9),short_term_contract,private_individual,23,63716,2486
5154,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),regular_informal,other,61,30138,2042
5155,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),regular_informal,private_individual,21,10992,1405
5156,Jharkhand,Male,Married,Hindu,Adivasi (ST),Urban,Middle (6-9),casual_daily,other,29,64219,3306
5157,Tamil Nadu,Female,Widowed,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,52,70,1103
5158,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,regular_informal,other_govt_program,36,48485,2042
5159,Uttar Pradesh,Male,Married,Muslim,Muslim,Rural,Middle (6-9),regular_informal,other_govt_program,45,74551,2980
5160,Arunachal Pradesh,Male,Unmarried,Christian,Dalit (SC),Rural,Graduate (15),casual_daily,mgnrega,25,22290,2333
5161,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Rural,Middle (6-9),regular_informal,private_individual,51,124620,2313
5162,Uttar Pradesh,Male,Married,Other,Muslim,Urban,Primary (5),casual_daily,private_individual,33,20112,1775
5163,Odisha,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,28,73209,1826
5164,Assam,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,22,6655,39
5165,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,25,43028,931
5166,Jharkhand,Male,Married,Tribal,Adivasi (ST),Rural,1-4 yrs,casual_daily,other,32,26063,1817
5167,Kerala,Female,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,18,16744,139
5168,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,Higher Sec (12-14),regular_informal,other,42,76211,2904
5169,West Bengal,Male,Married,Muslim,Muslim,Rural,Primary (5),casual_piecework,private_individual,45,26806,1955
5170,Tripura,Male,Married,Tribal,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,39,40175,2991
5171,Assam,Male,Unmarried,Muslim,Muslim,Urban,Middle (6-9),regular_informal,private_individual,26,75752,2901
5172,Andhra Pradesh,Male,Married,Hindu,Forward caste,Rural,Primary (5),casual_piecework,private_individual,37,147951,2949
5173,Uttarakhand,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_firm,26,106467,1703
5174,Andhra Pradesh,Male,Married,Hindu,OBC,Urban,Secondary (10-11),casual_daily,private_individual,43,17713,1774
5175,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Graduate (15),regular_informal,private_firm,26,58983,2917
5176,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,39,73123,2195
5177,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,28,17389,752
5178,Maharashtra,Female,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,mgnrega,21,70,369
5179,Andhra Pradesh,Female,Separated/Divorced,Hindu,OBC,Urban,Primary (5),regular_informal,other,47,57418,2058
5180,Bihar,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_piecework,private_firm,22,66129,2459
5181,Tamil Nadu,Male,Unmarried,Hindu,OBC,Urban,Graduate (15),casual_daily,private_individual,25,51848,1900
5182,Karnataka,Male,Married,Muslim,Muslim,Urban,Higher Sec (12-14),casual_daily,private_individual,37,77092,3599
5183,Madhya Pradesh,Male,Married,Hindu,OBC,Urban,Middle (6-9),regular_informal,private_individual,30,11336,1437
5184,Assam,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),regular_informal,private_firm,30,73813,2780
5185,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_firm,22,76076,2882
5186,Gujarat,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,22,13427,1113
5187,Madhya Pradesh,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,21,1753,292
5188,Arunachal Pradesh,Male,Married,Christian,Adivasi (ST),Rural,Graduate (15),casual_daily,private_individual,46,36042,3717
5189,Delhi,Male,Married,Hindu,Brahmin,Urban,Primary (5),casual_daily,private_individual,47,17467,1565
5190,Puducherry,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,60,52142,3373
5191,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,other,28,18711,1130
5192,Madhya Pradesh,Male,Unmarried,Hindu,OBC,Urban,Middle (6-9),regular_informal,other_govt_program,18,44083,3080
5193,West Bengal,Male,Married,Hindu,Forward caste,Rural,Post-graduate (16+),casual_daily,private_firm,47,18737,1596
5194,Kerala,Female,Married,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,28,227920,2890
5195,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,other,37,19821,1231
5196,Karnataka,Male,Unmarried,Hindu,Forward caste,Rural,Higher Sec (12-14),casual_daily,private_individual,28,30519,1383
5197,Uttar Pradesh,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,20,48703,2426
5198,Karnataka,Male,Unmarried,Jain,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,28,88145,2316
5199,Punjab,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_firm,52,55470,1956
5200,Jharkhand,Female,Married,Hindu,OBC,Urban,Higher Sec (12-14),casual_daily,private_firm,46,141061,2917
5201,Jharkhand,Male,Married,Tribal,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,38,13331,1808
5202,West Bengal,Male,Unmarried,Muslim,Muslim,Urban,1-4 yrs,short_term_contract,private_individual,18,32362,1037
5203,Odisha,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,36,54745,2589
5204,Maharashtra,Female,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_individual,36,48676,2928
5205,Tamil Nadu,Male,Married,Hindu,Forward caste,Rural,Higher Sec (12-14),regular_informal,other_govt_program,36,35520,2953
5206,Rajasthan,Male,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,36,75054,2138
5207,Uttar Pradesh,Male,Unmarried,Hindu,Adivasi (ST),Urban,Primary (5),regular_informal,private_firm,24,57493,3008
5208,Kerala,Male,Unmarried,Jain,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,24,190761,2006
5209,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other,61,3507,1534
5210,Madhya Pradesh,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,24,2366,426
5211,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Secondary (10-11),regular_informal,other,24,66617,2890
5212,Karnataka,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,59,20728,1347
5213,Uttar Pradesh,Male,Married,Hindu,Brahmin,Rural,Middle (6-9),regular_informal,private_individual,33,39896,2149
5214,Chandigarh,Female,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_individual,36,16007,1403
5215,Andhra Pradesh,Male,Married,Hindu,OBC,Urban,Secondary (10-11),casual_daily,private_individual,35,70046,1603
5216,West Bengal,Male,Unmarried,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,31,124469,2816
5217,Jharkhand,Male,Married,Other,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_firm,38,23155,2147
5218,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Urban,Middle (6-9),casual_daily,private_individual,42,77753,2875
5219,West Bengal,Male,Married,Hindu,Forward caste,Urban,Primary (5),casual_daily,other,49,20623,1973
5220,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_individual,40,83819,2836
5221,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_firm,46,66610,2899
5222,Maharashtra,Female,Unmarried,Hindu,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,private_individual,20,203312,674
5223,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,24,43683,2332
5224,Assam,Male,Married,Muslim,Muslim,Urban,Secondary (10-11),casual_daily,private_individual,41,6637,1487
5225,Karnataka,Male,Married,Hindu,Adivasi (ST),Rural,Primary (5),casual_daily,private_individual,25,43794,1850
5226,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,26,76756,1626
5227,Tamil Nadu,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,27,70,308
5228,Delhi,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,51,48466,2206
5229,Jammu & Kashmir,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,27,78768,2013
5230,Assam,Male,Unmarried,Hindu,Dalit (SC),Rural,Post-graduate (16+),casual_daily,other,27,14167,527
5231,Goa,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,29,88644,2864
5232,Kerala,Female,Married,Christian,Christian/Sikh/Jain,Urban,Graduate (15),casual_daily,mgnrega,48,13573,1251
5233,Chhattisgarh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,36,30144,1393
5234,Jharkhand,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_firm,48,146095,2989
5235,Delhi,Male,Married,Buddhist,Dalit (SC),Urban,Primary (5),casual_daily,private_firm,22,40853,1957
5236,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_firm,39,33215,2401
5237,Uttarakhand,Male,Married,Buddhist,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,25,9809,412
5238,Jharkhand,Male,Married,Tribal,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_firm,44,7085,1862
5239,Karnataka,Male,Married,Jain,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,34,75842,2164
5240,Madhya Pradesh,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,27,24641,1963
5241,Gujarat,Female,Married,Muslim,Brahmin,Urban,Primary (5),casual_piecework,other_govt_program,28,1268,138
5242,Jammu & Kashmir,Female,Unmarried,Hindu,Dalit (SC),Rural,Post-graduate (16+),casual_daily,private_individual,18,35559,1881
5243,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,25,122763,2934
5244,Tamil Nadu,Male,Widowed,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,64,53024,1681
5245,Karnataka,Male,Married,Jain,Christian/Sikh/Jain,Urban,Post-graduate (16+),regular_informal,private_individual,33,36127,1730
5246,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_firm,45,63512,1984
5247,Maharashtra,Male,Married,Buddhist,OBC,Rural,Middle (6-9),casual_daily,private_individual,49,20268,2458
5248,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,1-4 yrs,casual_daily,private_firm,36,29615,1987
5249,Jharkhand,Male,Unmarried,Tribal,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,19,51081,2124
5250,Karnataka,Male,Married,Hindu,Adivasi (ST),Urban,Secondary (10-11),casual_daily,private_firm,35,72667,2835
5251,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Middle (6-9),casual_daily,private_firm,37,63705,2281
5252,Haryana,Male,Widowed,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,45,46728,1782
5253,Kerala,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_piecework,private_firm,25,69127,2648
5254,Gujarat,Male,Married,Hindu,OBC,Urban,Graduate (15),casual_daily,private_individual,51,114661,2465
5255,West Bengal,Male,Married,Christian,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,45,77744,2868
5256,Puducherry,Female,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,47,3974,839
5257,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_piecework,private_individual,32,29606,1946
5258,Chhattisgarh,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,50,78276,2839
5259,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,22,11641,1525
5260,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,22,50342,982
5261,Haryana,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_firm,36,7524,1607
5262,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,22,2324,1469
5263,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,18,4727,44
5264,Rajasthan,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,other_govt_program,46,48719,2962
5265,Maharashtra,Female,Separated/Divorced,Muslim,Dalit (SC),Urban,Graduate (15),regular_informal,other,21,72375,1879
5266,Odisha,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_firm,43,45603,2065
5267,West Bengal,Male,Married,Muslim,Muslim,Urban,1-4 yrs,regular_informal,private_individual,28,45620,3041
5268,Kerala,Male,Married,Hindu,OBC,Urban,Graduate (15),regular_informal,other_govt_program,31,192296,2658
5269,Andhra Pradesh,Male,Married,Muslim,Muslim,Urban,Secondary (10-11),casual_daily,private_individual,37,61509,2355
5270,Tamil Nadu,Male,Married,Christian,Christian/Sikh/Jain,Urban,1-4 yrs,casual_daily,private_individual,46,9722,2598
5271,Karnataka,Female,Married,Hindu,Forward caste,Rural,Higher Sec (12-14),regular_informal,private_individual,51,22404,2288
5272,Gujarat,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_piecework,private_individual,26,16305,1573
5273,Andhra Pradesh,Male,Married,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,48,15473,880
5274,Meghalaya,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,25,35853,2496
5275,Tamil Nadu,Female,Married,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,31,333,242
5276,Bihar,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,48,70427,1958
5277,West Bengal,Female,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_piecework,mgnrega,19,70,446
5278,West Bengal,Female,Married,Hindu,Brahmin,Urban,Graduate (15),regular_informal,other_govt_program,50,43493,3024
5279,Uttarakhand,Male,Unmarried,Muslim,Muslim,Urban,1-4 yrs,regular_informal,private_individual,20,55678,2872
5280,Gujarat,Female,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_firm,20,11576,289
5281,Andhra Pradesh,Male,Married,Hindu,Brahmin,Urban,Middle (6-9),regular_informal,private_individual,36,45475,2939
5282,Haryana,Male,Married,Hindu,Forward caste,Urban,Secondary (10-11),regular_informal,other,46,122774,2858
5283,West Bengal,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),short_term_contract,private_firm,27,49000,2896
5284,Himachal Pradesh,Male,Married,Hindu,Forward caste,Rural,Primary (5),casual_daily,private_individual,44,36984,1923
5285,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),short_term_contract,private_individual,50,32812,1567
5286,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,other,46,69503,2479
5287,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Rural,Middle (6-9),casual_daily,other,50,76431,1621
5288,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),regular_informal,private_firm,29,42255,2198
5289,West Bengal,Male,Unmarried,Hindu,Forward caste,Rural,Primary (5),casual_daily,private_individual,46,23273,2399
5290,Sikkim,Female,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,19,4345,384
5291,Gujarat,Male,Married,Hindu,Adivasi (ST),Rural,Secondary (10-11),casual_daily,mgnrega,58,1799,1187
5292,Mizoram,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,22,42654,1858
5293,Jharkhand,Male,Married,Muslim,Muslim,Rural,1-4 yrs,casual_daily,private_individual,47,50221,2077
5294,West Bengal,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,28,5652,1202
5295,Kerala,Male,Married,Jain,Christian/Sikh/Jain,Urban,Post-graduate (16+),regular_informal,private_individual,40,186772,2928
5296,Gujarat,Male,Married,Hindu,Dalit (SC),Urban,Secondary (10-11),casual_daily,private_individual,21,11713,1413
5297,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_firm,44,43640,2147
5298,Himachal Pradesh,Male,Married,Hindu,Brahmin,Rural,Middle (6-9),casual_daily,mgnrega,25,7896,553
5299,Maharashtra,Male,Married,Hindu,OBC,Urban,1-4 yrs,regular_informal,private_individual,49,25002,2935
5300,Rajasthan,Male,Unmarried,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,19,46564,822
5301,Bihar,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,23,15213,1714
5302,Karnataka,Female,Married,Hindu,OBC,Rural,Higher Sec (12-14),regular_informal,private_individual,48,15945,1712
5303,Punjab,Male,Unmarried,Muslim,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,21,18981,2359
5304,West Bengal,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),casual_daily,private_individual,48,72670,1276
5305,Punjab,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),regular_informal,private_firm,25,43155,2863
5306,Haryana,Female,Married,Hindu,Forward caste,Rural,Post-graduate (16+),regular_informal,other_govt_program,33,38467,2805
5307,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),short_term_contract,private_firm,35,56850,2982
5308,Karnataka,Male,Unmarried,Muslim,Muslim,Urban,Secondary (10-11),regular_informal,private_individual,24,218190,2001
5309,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,other,48,9728,1300
5310,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_firm,32,18180,1533
5311,Gujarat,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,45,14468,1869
5312,West Bengal,Male,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,49,27716,2563
5313,Haryana,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,27,5004,159
5314,Haryana,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,23,20689,1259
5315,Himachal Pradesh,Male,Married,Hindu,Forward caste,Rural,Post-graduate (16+),casual_daily,private_individual,25,30654,1590
5316,Kerala,Male,Married,Muslim,Muslim,Urban,Middle (6-9),casual_daily,private_individual,26,79830,2493
5317,Jharkhand,Male,Married,Other,Adivasi (ST),Urban,Graduate (15),casual_daily,private_firm,51,53306,2509
5318,Maharashtra,Female,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_firm,46,185173,2858
5319,Karnataka,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,mgnrega,24,6167,2057
5320,Assam,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,35,95970,2928
5321,Maharashtra,Female,Unmarried,Buddhist,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,27,173249,2509
5322,Assam,Male,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,46,167342,2981
5323,Gujarat,Female,Married,Hindu,OBC,Rural,1-4 yrs,casual_piecework,private_individual,49,8423,237
5324,Delhi,Male,Married,Hindu,OBC,Urban,Primary (5),regular_informal,private_individual,29,41846,3012
5325,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Higher Sec (12-14),regular_informal,private_firm,55,176065,2958
5326,Haryana,Female,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,other_govt_program,36,240000,2980
5327,Goa,Male,Married,Hindu,Adivasi (ST),Rural,Graduate (15),regular_informal,other_govt_program,45,46615,2848
5328,Andhra Pradesh,Female,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,other,22,10585,695
5329,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,private_individual,25,16004,857
5330,Karnataka,Male,Widowed,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,private_individual,37,89270,2428
5331,West Bengal,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,24,55901,2514
5332,Andhra Pradesh,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,19,38685,1527
5333,Madhya Pradesh,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,23,1462,1109
5334,Andhra Pradesh,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,45,44493,3304
