worker_id,state,sex,marital_status,religion,social_group,urban_rural,education,employment_type,employer_type,age,annual_wage_inr,work_hours_year,contract_status,is_migrant,language,low_resource_language,wage_violation_prob,wage_below_minimum,rights_awareness,ai_usability_score,social_protection_gap
4197,Punjab,Male,Married,Hindu,Adivasi (ST),Rural,Secondary (10-11),regular_informal,private_firm,28,45377,3002,written,False,Hindi,False,0.36,False,0.919,3,0.174
4198,Rajasthan,Female,Separated/Divorced,Hindu,Dalit (SC),Rural,Graduate (15),casual_daily,private_individual,19,8497,322,none,False,Hindi,False,0.99,True,0.625,4,0.587
4199,Karnataka,Female,Separated/Divorced,Christian,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,18,27792,1675,none,False,Kannada,False,0.99,True,0.593,1,0.822
4200,Uttar Pradesh,Male,Married,Hindu,Forward caste,Urban,Graduate (15),regular_informal,private_firm,46,185382,2943,written,False,Bhojpuri,True,0.3,False,0.863,4,0.116
4201,Karnataka,Female,Married,Hindu,OBC,Rural,Middle (6-9),regular_informal,other_govt_program,46,4824,1238,none,True,Kannada,False,0.628,False,0.323,2,0.428
4202,Rajasthan,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,20,11592,557,none,False,Urdu,False,0.99,True,0.149,2,0.88
4203,Karnataka,Male,Unmarried,Hindu,Adivasi (ST),Rural,Secondary (10-11),regular_informal,private_individual,20,30831,2846,none,False,Kannada,False,0.504,True,0.3,3,0.76
4204,Tamil Nadu,Male,Married,Hindu,OBC,Urban,Primary (5),casual_daily,other,32,79763,1852,none,False,Hindi,False,0.868,True,0.186,2,0.869
4205,Karnataka,Female,Married,Buddhist,Dalit (SC),Rural,1-4 yrs,short_term_contract,mgnrega,20,70,169,verbal,True,Hindi,False,0.807,True,0.295,1,0.912
4206,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Graduate (15),regular_informal,private_firm,29,15366,435,written,False,Hindi,False,0.36,False,0.947,4,0.091
4207,Gujarat,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,27,44215,1852,none,False,Gujarati,False,0.99,True,0.251,2,0.85
4208,Madhya Pradesh,Male,Unmarried,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_individual,25,43143,2817,none,False,Hindi,False,0.42,False,0.548,5,0.136
4209,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,1-4 yrs,casual_piecework,private_individual,36,199897,2892,none,True,Urdu,False,0.99,True,0.132,1,0.96
4210,Kerala,Female,Unmarried,Christian,Christian/Sikh/Jain,Rural,Higher Sec (12-14),casual_piecework,mgnrega,24,359,281,none,False,Hindi,False,0.99,True,0.214,3,0.786
4211,Bihar,Female,Married,Hindu,Forward caste,Rural,Post-graduate (16+),casual_piecework,private_individual,24,21568,1144,none,False,Hindi,False,0.99,True,0.637,4,0.584
4212,Jharkhand,Male,Married,Tribal,Adivasi (ST),Urban,Middle (6-9),casual_daily,mgnrega,24,17860,650,none,False,Hindi,False,0.99,True,0.081,3,0.826
4213,Maharashtra,Female,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_piecework,private_firm,46,13847,1602,none,True,Marathi,False,0.99,True,0.717,3,0.635
4214,Rajasthan,Male,Unmarried,Hindu,OBC,Urban,Secondary (10-11),regular_informal,private_individual,27,52986,2494,none,False,Hindi,False,0.42,False,0.238,4,0.304
4215,Tamil Nadu,Male,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_daily,private_individual,60,17723,1550,none,True,Tamil,False,0.99,True,0.229,1,0.931
4216,Haryana,Male,Married,Hindu,Dalit (SC),Urban,Primary (5),regular_informal,private_firm,45,65515,2864,written,False,Hindi,False,0.36,False,0.758,2,0.298
4217,Rajasthan,Male,Unmarried,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,20,37349,1877,none,True,Hindi,False,0.99,True,0.065,2,0.906
4218,West Bengal,Male,Widowed,Hindu,Forward caste,Urban,1-4 yrs,casual_daily,private_individual,48,44476,2977,none,False,Bengali,False,0.868,True,0.066,1,0.98
4219,Goa,Female,Married,Hindu,OBC,Rural,Post-graduate (16+),regular_informal,other_govt_program,49,238489,3835,none,True,Hindi,False,0.628,True,0.296,4,0.686
4220,Jharkhand,Male,Married,Hindu,Adivasi (ST),Rural,Graduate (15),casual_daily,other_govt_program,34,43928,2221,none,False,Hindi,False,0.99,True,0.162,4,0.726
4221,Jharkhand,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,64,30794,1787,none,True,Hindi,False,0.99,True,0.27,2,0.844
4222,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),regular_informal,other_govt_program,36,102215,2995,none,True,Kannada,False,0.655,False,0.399,4,0.255
4223,Kerala,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,26,21031,1741,none,True,Hindi,False,0.99,True,0.309,1,0.907
4224,Maharashtra,Female,Married,Buddhist,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,42,33179,2034,none,True,Hindi,False,0.99,True,0.427,3,0.722
4225,Rajasthan,Male,Married,Muslim,Muslim,Urban,Primary (5),casual_daily,private_individual,41,27279,1675,none,False,Hindi,False,0.868,True,0.604,2,0.744
4226,Himachal Pradesh,Male,Married,Hindu,Forward caste,Rural,Graduate (15),casual_daily,mgnrega,31,56806,2537,none,False,Hindi,False,0.868,True,0.502,4,0.624
4227,Punjab,Female,Married,Sikh,Dalit (SC),Rural,Primary (5),regular_informal,private_individual,35,15031,1539,none,False,Hindi,False,0.58,True,0.627,1,0.812
4228,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,45,70687,2669,none,True,Hindi,False,0.99,True,0.476,2,0.782
4229,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,Primary (5),casual_daily,private_individual,47,30606,1668,none,True,Telugu,False,0.99,True,0.386,1,0.884
4230,Haryana,Female,Married,Hindu,Dalit (SC),Urban,Post-graduate (16+),regular_informal,other_govt_program,24,50597,2882,none,False,Hindi,False,0.58,True,0.527,5,0.542
4231,Delhi,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),short_term_contract,private_individual,26,170477,2953,verbal,False,Hindi,False,0.54,True,0.403,5,0.579
4232,West Bengal,Female,Married,Hindu,Forward caste,Urban,Graduate (15),casual_piecework,other,56,70,526,none,True,Bengali,False,0.99,True,0.249,5,0.625
4233,Chhattisgarh,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_piecework,mgnrega,55,5662,1547,none,False,Hindi,False,0.924,True,0.15,1,0.955
4234,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Graduate (15),casual_daily,mgnrega,21,359,888,none,True,Hindi,False,0.99,True,0.163,4,0.726
4235,Jharkhand,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,other_govt_program,23,28594,1461,none,False,Hindi,False,0.99,True,0.362,3,0.741
4236,Jharkhand,Male,Married,Muslim,Muslim,Urban,Graduate (15),regular_informal,private_firm,47,133519,1085,written,False,Bhojpuri,True,0.3,False,0.964,4,0.086
4237,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_firm,36,67804,3683,written,False,Urdu,False,0.36,False,0.668,3,0.25
4238,Tamil Nadu,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,45,14110,239,none,False,Tamil,False,0.868,True,0.229,1,0.931
4239,West Bengal,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,31,240000,2923,none,True,Bengali,False,0.655,True,0.709,5,0.487
4240,Karnataka,Male,Unmarried,Muslim,Muslim,Rural,Higher Sec (12-14),casual_daily,private_individual,23,27470,1470,none,False,Kannada,False,0.868,False,0.568,3,0.28
4241,Maharashtra,Male,Separated/Divorced,Hindu,Christian/Sikh/Jain,Rural,Middle (6-9),casual_daily,private_firm,38,154102,2918,none,True,Marathi,False,0.99,True,0.775,2,0.692
4242,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,35,35403,2848,none,False,Marathi,False,0.99,True,0.07,2,0.904
4243,Andhra Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),short_term_contract,private_firm,25,122122,2948,verbal,True,Telugu,False,0.702,False,0.188,5,0.244
4244,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Middle (6-9),regular_informal,private_firm,46,83506,2500,written,False,Hindi,False,0.3,False,0.868,3,0.19
4245,Andhra Pradesh,Male,Married,Sikh,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,21,52102,2741,none,False,Telugu,False,0.99,True,0.196,1,0.941
4246,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,34,15338,720,none,True,Telugu,False,0.99,True,0.357,2,0.818
4247,Maharashtra,Female,Married,Hindu,Dalit (SC),Rural,Graduate (15),regular_informal,private_individual,47,57929,1385,none,False,Marathi,False,0.58,True,0.566,4,0.605
4248,Delhi,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_individual,46,117626,3001,none,False,Hindi,False,0.504,False,0.202,5,0.239
4249,Chhattisgarh,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),casual_daily,mgnrega,48,1800,999,none,True,Hindi,False,0.99,True,0.245,2,0.852
4250,Chhattisgarh,Male,Unmarried,Hindu,Adivasi (ST),Rural,Graduate (15),casual_daily,private_individual,24,32247,1496,none,False,Hindi,False,0.99,True,0.297,4,0.686
4251,Karnataka,Male,Unmarried,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,20,28786,2254,none,False,Kannada,False,0.99,True,0.164,1,0.951
4252,Maharashtra,Male,Married,Buddhist,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,24,31701,2842,none,True,Marathi,False,0.99,True,0.434,1,0.87
4253,Kerala,Male,Unmarried,Muslim,Muslim,Urban,Secondary (10-11),casual_daily,private_individual,25,47415,2067,none,False,Hindi,False,0.868,True,0.184,4,0.72
4254,West Bengal,Female,Married,Hindu,Forward caste,Urban,1-4 yrs,regular_informal,private_firm,40,87093,2857,written,False,Hindi,False,0.345,False,0.89,1,0.333
4255,Punjab,Male,Married,Sikh,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,49,51122,2279,none,False,Hindi,False,0.99,True,0.063,2,0.906
4256,Jharkhand,Male,Married,Other,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,38,71216,2228,none,True,Nagpuri,True,0.99,True,0.744,1,0.777
4257,Uttar Pradesh,Male,Married,Muslim,Muslim,Urban,1-4 yrs,casual_daily,private_individual,30,70317,2948,none,False,Hindi,False,0.868,True,0.154,1,0.954
4258,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_firm,44,38999,3351,none,True,Hindi,False,0.99,True,0.078,2,0.902
4259,Chhattisgarh,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,56,298,273,none,True,Hindi,False,0.99,True,0.398,1,0.881
4260,Delhi,Male,Married,Christian,Christian/Sikh/Jain,Urban,Middle (6-9),regular_informal,private_firm,44,75153,2863,written,False,Hindi,False,0.3,False,0.79,3,0.213
4261,Goa,Male,Married,Hindu,Forward caste,Rural,Secondary (10-11),casual_daily,private_firm,47,142577,2283,none,True,Hindi,False,0.99,True,0.401,3,0.73
4262,Haryana,Male,Married,Muslim,Muslim,Rural,Middle (6-9),casual_daily,private_individual,26,45085,2190,none,False,Hindi,False,0.868,True,0.422,2,0.798
4263,Chhattisgarh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,25,5568,469,none,False,Hindi,False,0.868,True,0.549,2,0.76
4264,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,41,30207,2179,none,False,Kannada,False,0.99,True,0.189,1,0.943
4265,Gujarat,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_individual,34,68339,2549,none,False,Gujarati,False,0.99,True,0.686,3,0.644
4266,Haryana,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,35,46160,1869,none,False,Hindi,False,0.99,True,0.238,1,0.929
4267,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,27,3739,321,none,True,Kannada,False,0.99,True,0.664,2,0.726
4268,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_firm,26,114920,2330,written,False,Hindi,False,0.3,False,0.456,5,0.163
4269,Karnataka,Female,Married,Christian,Christian/Sikh/Jain,Urban,Secondary (10-11),casual_daily,private_individual,37,12159,880,none,False,Kannada,False,0.99,True,0.245,4,0.702
4270,Andhra Pradesh,Female,Married,Hindu,OBC,Urban,Secondary (10-11),regular_informal,private_individual,26,30630,1317,none,False,Telugu,False,0.483,True,0.268,4,0.695
4271,West Bengal,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,other,28,90698,1531,none,True,Bengali,False,0.99,True,0.353,3,0.744
4272,West Bengal,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),short_term_contract,private_firm,34,44297,2201,verbal,False,Bengali,False,0.621,True,0.378,2,0.812
4273,Haryana,Male,Married,Hindu,Forward caste,Rural,Middle (6-9),regular_informal,private_individual,39,56408,2947,none,False,Hindi,False,0.42,False,0.291,2,0.438
4274,Delhi,Male,Unmarried,Hindu,Muslim,Urban,Middle (6-9),casual_daily,private_individual,19,46503,2220,none,True,Hindi,False,0.99,True,0.189,3,0.793
4275,Andhra Pradesh,Male,Married,Hindu,Forward caste,Rural,Graduate (15),regular_informal,private_individual,48,68375,2638,none,False,Telugu,False,0.42,False,0.325,4,0.278
4276,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,mgnrega,22,2060,726,none,True,Hindi,False,0.99,True,0.196,2,0.866
4277,West Bengal,Male,Married,Hindu,Forward caste,Rural,1-4 yrs,casual_piecework,private_individual,50,33106,2118,none,True,Hindi,False,0.99,True,0.025,1,0.992
4278,West Bengal,Male,Unmarried,Hindu,Forward caste,Rural,Higher Sec (12-14),regular_informal,private_firm,25,159909,2324,written,True,Bengali,False,0.39,False,0.591,3,0.273
4279,Kerala,Female,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,23,159757,2855,none,True,Hindi,False,0.99,True,0.108,1,0.968
4280,Meghalaya,Male,Married,Christian,Christian/Sikh/Jain,Urban,Middle (6-9),casual_daily,private_individual,26,30923,157,none,True,Hindi,False,0.99,True,0.264,3,0.771
4281,Madhya Pradesh,Male,Married,Hindu,Brahmin,Rural,Primary (5),casual_daily,private_individual,28,11987,1993,none,False,Hindi,False,0.868,True,0.522,1,0.843
4282,Odisha,Male,Married,Hindu,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,38,75995,1118,none,False,Odia,False,0.99,True,0.333,1,0.9
4283,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,31,13495,1716,none,True,Telugu,False,0.99,True,0.119,3,0.814
4284,West Bengal,Male,Married,Muslim,Muslim,Urban,Middle (6-9),casual_piecework,private_individual,20,23905,2965,none,False,Bengali,False,0.924,True,0.272,3,0.768
4285,Chhattisgarh,Male,Married,Christian,OBC,Rural,1-4 yrs,casual_daily,mgnrega,60,4600,250,none,True,Hindi,False,0.99,True,0.229,1,0.931
4286,Maharashtra,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_piecework,private_firm,35,10863,2173,none,False,Marathi,False,0.924,True,0.299,3,0.76
4287,Kerala,Male,Married,Muslim,Muslim,Rural,1-4 yrs,casual_daily,mgnrega,56,16571,689,none,True,Hindi,False,0.99,True,0.296,1,0.911
4288,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Higher Sec (12-14),regular_informal,other_govt_program,24,83436,2958,none,False,Hindi,False,0.42,True,0.187,3,0.794
4289,Punjab,Male,Married,Christian,Dalit (SC),Urban,Higher Sec (12-14),casual_daily,private_individual,42,23878,1415,none,True,Hindi,False,0.99,True,0.514,4,0.621
4290,Odisha,Male,Married,Hindu,Brahmin,Urban,Secondary (10-11),short_term_contract,private_individual,49,15869,1152,verbal,False,Odia,False,0.45,True,0.178,4,0.722
4291,Arunachal Pradesh,Male,Married,Christian,Adivasi (ST),Urban,1-4 yrs,casual_daily,other,24,38034,1998,none,True,Hindi,False,0.99,True,0.257,1,0.923
4292,Madhya Pradesh,Male,Unmarried,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,31,73202,1541,none,False,Hindi,False,0.99,True,0.218,2,0.86
4293,Rajasthan,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,26,75219,1194,none,True,Hindi,False,0.99,True,0.298,2,0.836
4294,Arunachal Pradesh,Female,Separated/Divorced,Tribal,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,62,5075,1202,none,False,Hindi,False,0.99,True,0.21,2,0.862
4295,Jharkhand,Male,Unmarried,Other,Dalit (SC),Rural,Higher Sec (12-14),casual_daily,mgnrega,23,7039,1027,none,False,Bhojpuri,True,0.99,True,0.445,2,0.792
4296,Uttarakhand,Male,Unmarried,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,21,52238,589,none,True,Hindi,False,0.99,True,0.562,3,0.681
4297,Punjab,Male,Married,Sikh,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_individual,46,48423,2973,none,False,Hindi,False,0.42,False,0.545,5,0.136
4298,Chhattisgarh,Female,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,40,8450,985,none,False,Hindi,False,0.99,True,0.12,1,0.964
4299,Kerala,Male,Married,Hindu,Christian/Sikh/Jain,Urban,Secondary (10-11),regular_informal,private_individual,36,85178,2956,none,True,Hindi,False,0.546,True,0.229,4,0.706
4300,Chhattisgarh,Female,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,mgnrega,28,1754,1928,none,False,Hindi,False,0.99,True,0.411,2,0.802
4301,Uttar Pradesh,Male,Married,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_firm,42,37438,1394,none,True,Hindi,False,0.99,True,0.096,2,0.896
4302,Rajasthan,Female,Married,Hindu,Dalit (SC),Rural,Post-graduate (16+),casual_daily,other_govt_program,23,3950,1359,none,True,Hindi,False,0.99,True,0.499,4,0.625
4303,Andhra Pradesh,Female,Married,Hindu,Forward caste,Urban,Post-graduate (16+),regular_informal,private_individual,21,5383,3028,none,False,Telugu,False,0.483,True,0.277,5,0.617
4304,Uttar Pradesh,Male,Unmarried,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_firm,47,21087,2041,none,False,Bhojpuri,True,0.868,False,0.42,2,0.399
4305,Maharashtra,Male,Unmarried,Hindu,Dalit (SC),Urban,Post-graduate (16+),regular_informal,private_firm,29,142839,2873,written,False,Marathi,False,0.36,True,1.0,5,0.4
4306,Sikkim,Male,Married,Christian,Christian/Sikh/Jain,Urban,Primary (5),regular_informal,private_individual,49,44622,2515,none,False,Hindi,False,0.42,False,0.106,2,0.493
4307,Daman & Diu,Male,Married,Hindu,Dalit (SC),Rural,Higher Sec (12-14),regular_informal,other,19,42100,446,none,False,Hindi,False,0.504,True,0.733,3,0.63
4308,Uttar Pradesh,Female,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,private_individual,46,28378,1444,none,True,Hindi,False,0.99,True,0.129,1,0.961
4309,Chhattisgarh,Female,Married,Hindu,Forward caste,Rural,Post-graduate (16+),casual_daily,mgnrega,18,1665,273,none,False,Hindi,False,0.99,True,0.855,4,0.518
4310,Kerala,Male,Unmarried,Hindu,OBC,Rural,Middle (6-9),casual_daily,private_individual,22,49530,1946,none,False,Hindi,False,0.868,True,0.085,2,0.9
4311,Andhra Pradesh,Male,Unmarried,Hindu,OBC,Rural,Secondary (10-11),casual_daily,private_individual,24,45649,2374,none,False,Telugu,False,0.868,True,0.284,3,0.765
4312,Andhra Pradesh,Male,Married,Hindu,OBC,Rural,1-4 yrs,short_term_contract,private_individual,36,27683,812,verbal,False,Telugu,False,0.45,True,0.683,1,0.795
4313,Tripura,Male,Married,Hindu,Adivasi (ST),Urban,Higher Sec (12-14),casual_daily,private_individual,30,47167,4000,none,False,Hindi,False,0.99,True,0.168,4,0.725
4314,Karnataka,Male,Unmarried,Hindu,OBC,Urban,1-4 yrs,casual_daily,mgnrega,22,9930,492,none,True,Kannada,False,0.99,True,0.111,1,0.967
4315,Maharashtra,Male,Unmarried,Hindu,Forward caste,Urban,Higher Sec (12-14),regular_informal,private_firm,49,151678,2968,written,False,Hindi,False,0.3,False,0.935,4,0.094
4316,Kerala,Male,Married,Hindu,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,46,105310,2352,none,True,Hindi,False,0.99,True,0.324,2,0.828
4317,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Post-graduate (16+),regular_informal,private_individual,28,51537,1710,none,False,Telugu,False,0.504,True,0.155,4,0.728
4318,Kerala,Female,Married,Christian,Christian/Sikh/Jain,Urban,Higher Sec (12-14),regular_informal,other,30,31692,1481,none,False,Hindi,False,0.483,False,0.428,4,0.247
4319,Uttar Pradesh,Male,Married,Hindu,Dalit (SC),Urban,Higher Sec (12-14),regular_informal,private_firm,46,71023,2821,written,False,Bhojpuri,True,0.36,False,0.938,3,0.169
4320,Jharkhand,Male,Married,Christian,Dalit (SC),Urban,Primary (5),short_term_contract,private_individual,37,42176,1985,verbal,False,Nagpuri,True,0.54,True,0.195,1,0.942
4321,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,mgnrega,36,5819,206,none,True,Hindi,False,0.99,True,0.194,1,0.942
4322,Karnataka,Female,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,36,52807,2572,none,True,Kannada,False,0.99,True,0.13,2,0.886
4323,Madhya Pradesh,Male,Married,Hindu,Dalit (SC),Rural,Secondary (10-11),casual_daily,private_individual,46,8733,1055,none,False,Hindi,False,0.99,True,0.388,3,0.734
4324,Punjab,Male,Married,Hindu,Dalit (SC),Urban,Middle (6-9),regular_informal,private_individual,37,42137,2981,none,False,Hindi,False,0.504,True,0.1,3,0.82
4325,Uttar Pradesh,Male,Separated/Divorced,Hindu,Dalit (SC),Urban,Primary (5),casual_daily,private_individual,37,39108,2910,none,False,Hindi,False,0.99,True,0.561,2,0.757
4326,Mizoram,Male,Married,Christian,Christian/Sikh/Jain,Rural,Middle (6-9),casual_daily,mgnrega,53,19588,1521,none,False,Hindi,False,0.868,True,0.304,2,0.834
4327,Punjab,Female,Married,Sikh,Dalit (SC),Rural,Middle (6-9),casual_piecework,private_individual,27,51175,2003,none,False,Hindi,False,0.99,True,0.073,2,0.903
4328,Maharashtra,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,45,37811,2719,none,False,Hindi,False,0.99,True,0.067,1,0.98
4329,Punjab,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_individual,33,77104,1695,none,True,Hindi,False,0.99,True,0.405,1,0.879
4330,Kerala,Female,Married,Christian,Adivasi (ST),Urban,1-4 yrs,casual_piecework,private_individual,40,76827,2940,none,True,Hindi,False,0.99,True,0.122,1,0.963
4331,Maharashtra,Male,Unmarried,Hindu,OBC,Urban,Graduate (15),casual_daily,private_firm,21,21844,2071,none,True,Marathi,False,0.99,True,0.356,5,0.593
4332,Jharkhand,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_daily,private_firm,30,16222,1684,none,False,Nagpuri,True,0.99,True,0.035,1,0.99
4333,Andhra Pradesh,Male,Married,Hindu,Dalit (SC),Urban,1-4 yrs,casual_daily,private_individual,50,17075,1207,none,False,Telugu,False,0.99,True,0.178,1,0.947
4334,Karnataka,Male,Married,Hindu,Dalit (SC),Rural,Primary (5),casual_daily,private_individual,40,71092,1941,none,False,Hindi,False,0.99,True,0.611,1,0.817
4335,Odisha,Male,Married,Hindu,OBC,Rural,Middle (6-9),regular_informal,other_govt_program,34,62944,1370,none,False,Odia,False,0.42,False,0.35,2,0.42
4336,Tamil Nadu,Male,Married,Hindu,Dalit (SC),Urban,Graduate (15),casual_daily,other,53,65821,2441,none,False,Tamil,False,0.99,True,0.225,5,0.633
4337,West Bengal,Male,Married,Hindu,Forward caste,Urban,Middle (6-9),casual_daily,private_individual,45,20232,1300,none,False,Bengali,False,0.868,True,0.094,3,0.822
4338,Tamil Nadu,Male,Married,Christian,Christian/Sikh/Jain,Rural,1-4 yrs,regular_informal,private_individual,40,22913,2226,none,True,Tamil,False,0.546,True,0.041,1,0.988
4339,Jharkhand,Male,Unmarried,Other,Adivasi (ST),Urban,Middle (6-9),casual_daily,private_individual,24,28295,2447,none,True,Hindi,False,0.99,True,0.118,3,0.815
4340,Karnataka,Male,Married,Hindu,OBC,Urban,Middle (6-9),casual_daily,private_individual,49,44611,1855,none,False,Kannada,False,0.868,False,0.08,3,0.426
4341,Kerala,Male,Unmarried,Christian,Christian/Sikh/Jain,Urban,Middle (6-9),casual_daily,private_individual,31,112198,2497,none,False,Hindi,False,0.868,False,0.159,3,0.402
4342,Jammu & Kashmir,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,private_firm,29,72329,2957,written,False,Hindi,False,0.36,True,0.929,5,0.421
4343,Odisha,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_piecework,private_individual,35,32573,1558,none,True,Odia,False,0.99,True,0.213,1,0.936
4344,Rajasthan,Male,Married,Hindu,OBC,Rural,1-4 yrs,casual_daily,mgnrega,48,65829,1742,none,False,Hindi,False,0.868,True,0.316,1,0.905
4345,Kerala,Male,Married,Christian,Christian/Sikh/Jain,Urban,Graduate (15),regular_informal,private_individual,46,81096,3099,none,True,Hindi,False,0.546,True,0.438,5,0.569
4346,Karnataka,Female,Widowed,Hindu,Adivasi (ST),Urban,1-4 yrs,regular_informal,private_individual,51,111030,2989,none,False,Hindi,False,0.58,False,0.425,1,0.472
4347,Kerala,Female,Married,Christian,Adivasi (ST),Rural,1-4 yrs,casual_daily,private_individual,36,2773,560,none,False,Hindi,False,0.99,True,0.229,1,0.931
4348,Uttar Pradesh,Male,Unmarried,Hindu,Dalit (SC),Urban,Graduate (15),regular_informal,other_govt_program,22,124220,3030,none,False,Bhojpuri,True,0.504,False,0.173,4,0.323
4349,Uttarakhand,Male,Married,Hindu,Dalit (SC),Rural,Middle (6-9),casual_daily,private_individual,48,96239,1941,none,False,Hindi,False,0.99,True,0.344,2,0.822
4350,Bihar,Male,Married,Hindu,Dalit (SC),Rural,1-4 yrs,casual_piecework,private_firm,24,5618,2361,none,False,Maithili,True,0.99,False,0.055,1,0.583
4351,Madhya Pradesh,Male,Married,Tribal,Adivasi (ST),Rural,Middle (6-9),casual_daily,private_individual,46,13617,1716,none,True,Hindi,False,0.99,True,0.145,2,0.882
4352,Maharashtra,Male,Married,Hindu,Forward caste,Urban,1-4 yrs,regular_informal,private_individual,49,41927,2598,none,True,Marathi,False,0.546,True,0.071,1,0.979
4353,Karnataka,Female,Married,Hindu,Dalit (SC),Urban,Middle (6-9),casual_daily,private_firm,39,53050,2496,none,False,Kannada,False,0.99,True,0.098,3,0.821
4354,West Bengal,Male,Unmarried,Hindu,Dalit (SC),Rural,Secondary (10-11),regular_informal,private_individual,18,47973,2883,none,True,Bengali,False,0.655,False,0.134,3,0.41
