Training CTGAN on 45,424 real informal workers, 300 epochs...

  0%|          | 0/300 [00:00<?, ?it/s]
Gen. (+00.00) | Discrim. (+00.00):   0%|          | 0/300 [00:00<?, ?it/s]
Gen. (-00.90) | Discrim. (+00.01):  86%|████████▌ | 257/300 [14:32<02:25,  3.39s/it]
Gen. (-00.61) | Discrim. (-00.04):  86%|████████▌ | 257/300 [14:35<02:25,  3.39s/it]
Gen. (-00.61) | Discrim. (-00.04):  86%|████████▌ | 258/300 [14:35<02:21,  3.38s/it]
Gen. (-00.71) | Discrim. (-00.02):  86%|████████▌ | 258/300 [14:38<02:21,  3.38s/it]
Gen. (-00.71) | Discrim. (-00.02):  86%|████████▋ | 259/300 [14:38<02:18,  3.37s/it]
Gen. (-00.62) | Discrim. (-00.22):  86%|████████▋ | 259/300 [14:42<02:18,  3.37s/it]
Gen. (-00.62) | Discrim. (-00.22):  87%|████████▋ | 260/300 [14:42<02:14,  3.37s/it]
Gen. (-00.70) | Discrim. (+00.36):  87%|████████▋ | 260/300 [14:45<02:14,  3.37s/it]
Gen. (-00.70) | Discrim. (+00.36):  87%|████████▋ | 261/300 [14:45<02:10,  3.35s/it]
Gen. (-00.44) | Discrim. (-00.08):  87%|████████▋ | 261/300 [14:48<02:10,  3.35s/it]
Gen. (-00.44) | Discrim. (-00.08):  87%|████████▋ | 262/300 [14:48<02:06,  3.34s/it]
Gen. (-00.70) | Discrim. (-00.18):  87%|████████▋ | 262/300 [14:52<02:06,  3.34s/it]
Gen. (-00.70) | Discrim. (-00.18):  88%|████████▊ | 263/300 [14:52<02:03,  3.33s/it]
Gen. (-00.73) | Discrim. (-00.21):  88%|████████▊ | 263/300 [14:55<02:03,  3.33s/it]
Gen. (-00.73) | Discrim. (-00.21):  88%|████████▊ | 264/300 [14:55<01:59,  3.33s/it]
Gen. (-00.99) | Discrim. (-00.01):  88%|████████▊ | 264/300 [14:58<01:59,  3.33s/it]
Gen. (-00.99) | Discrim. (-00.01):  88%|████████▊ | 265/300 [14:58<01:57,  3.34s/it]
Gen. (-00.98) | Discrim. (-00.17):  88%|████████▊ | 265/300 [15:02<01:57,  3.34s/it]
Gen. (-00.98) | Discrim. (-00.17):  89%|████████▊ | 266/300 [15:02<01:52,  3.31s/it]
Gen. (-00.93) | Discrim. (+00.05):  89%|████████▊ | 266/300 [15:05<01:52,  3.31s/it]
Gen. (-00.93) | Discrim. (+00.05):  89%|████████▉ | 267/300 [15:05<01:48,  3.30s/it]
Gen. (-00.84) | Discrim. (+00.01):  89%|████████▉ | 267/300 [15:08<01:48,  3.30s/it]
Gen. (-00.84) | Discrim. (+00.01):  89%|████████▉ | 268/300 [15:08<01:46,  3.33s/it]
Gen. (-01.01) | Discrim. (+00.04):  89%|████████▉ | 268/300 [15:12<01:46,  3.33s/it]
Gen. (-01.01) | Discrim. (+00.04):  90%|████████▉ | 269/300 [15:12<01:42,  3.32s/it]
Gen. (-00.93) | Discrim. (-00.06):  90%|████████▉ | 269/300 [15:15<01:42,  3.32s/it]
Gen. (-00.93) | Discrim. (-00.06):  90%|█████████ | 270/300 [15:15<01:39,  3.31s/it]
Gen. (-00.95) | Discrim. (+00.04):  90%|█████████ | 270/300 [15:18<01:39,  3.31s/it]
Gen. (-00.95) | Discrim. (+00.04):  90%|█████████ | 271/300 [15:18<01:35,  3.31s/it]
Gen. (-00.61) | Discrim. (-00.07):  90%|█████████ | 271/300 [15:21<01:35,  3.31s/it]
Gen. (-00.61) | Discrim. (-00.07):  91%|█████████ | 272/300 [15:21<01:32,  3.29s/it]
Gen. (-00.84) | Discrim. (+00.11):  91%|█████████ | 272/300 [15:25<01:32,  3.29s/it]
Gen. (-00.84) | Discrim. (+00.11):  91%|█████████ | 273/300 [15:25<01:29,  3.30s/it]
Gen. (-00.95) | Discrim. (-00.11):  91%|█████████ | 273/300 [15:28<01:29,  3.30s/it]
Gen. (-00.95) | Discrim. (-00.11):  91%|█████████▏| 274/300 [15:28<01:25,  3.29s/it]
Gen. (-00.68) | Discrim. (-00.14):  91%|█████████▏| 274/300 [15:31<01:25,  3.29s/it]
Gen. (-00.68) | Discrim. (-00.14):  92%|█████████▏| 275/300 [15:31<01:21,  3.28s/it]
Gen. (-01.03) | Discrim. (+00.02):  92%|█████████▏| 275/300 [15:34<01:21,  3.28s/it]
Gen. (-01.03) | Discrim. (+00.02):  92%|█████████▏| 276/300 [15:34<01:18,  3.28s/it]
Gen. (-00.75) | Discrim. (-00.21):  92%|█████████▏| 276/300 [15:38<01:18,  3.28s/it]
Gen. (-00.75) | Discrim. (-00.21):  92%|█████████▏| 277/300 [15:38<01:14,  3.26s/it]
Gen. (-00.84) | Discrim. (-00.12):  92%|█████████▏| 277/300 [15:41<01:14,  3.26s/it]
Gen. (-00.84) | Discrim. (-00.12):  93%|█████████▎| 278/300 [15:41<01:11,  3.25s/it]
Gen. (-01.03) | Discrim. (-00.04):  93%|█████████▎| 278/300 [15:44<01:11,  3.25s/it]
Gen. (-01.03) | Discrim. (-00.04):  93%|█████████▎| 279/300 [15:44<01:08,  3.26s/it]
Gen. (-00.85) | Discrim. (+00.17):  93%|█████████▎| 279/300 [15:48<01:08,  3.26s/it]
Gen. (-00.85) | Discrim. (+00.17):  93%|█████████▎| 280/300 [15:48<01:05,  3.27s/it]
Gen. (-00.81) | Discrim. (+00.01):  93%|█████████▎| 280/300 [15:51<01:05,  3.27s/it]
Gen. (-00.81) | Discrim. (+00.01):  94%|█████████▎| 281/300 [15:51<01:02,  3.28s/it]
Gen. (-00.61) | Discrim. (-00.02):  94%|█████████▎| 281/300 [15:54<01:02,  3.28s/it]
Gen. (-00.61) | Discrim. (-00.02):  94%|█████████▍| 282/300 [15:54<00:58,  3.27s/it]
Gen. (-00.68) | Discrim. (-00.07):  94%|█████████▍| 282/300 [15:57<00:58,  3.27s/it]
Gen. (-00.68) | Discrim. (-00.07):  94%|█████████▍| 283/300 [15:57<00:55,  3.27s/it]
Gen. (-00.76) | Discrim. (-00.01):  94%|█████████▍| 283/300 [16:01<00:55,  3.27s/it]
Gen. (-00.76) | Discrim. (-00.01):  95%|█████████▍| 284/300 [16:01<00:52,  3.27s/it]
Gen. (-00.75) | Discrim. (-00.22):  95%|█████████▍| 284/300 [16:04<00:52,  3.27s/it]
Gen. (-00.75) | Discrim. (-00.22):  95%|█████████▌| 285/300 [16:04<00:49,  3.27s/it]
Gen. (-00.93) | Discrim. (-00.13):  95%|█████████▌| 285/300 [16:07<00:49,  3.27s/it]
Gen. (-00.93) | Discrim. (-00.13):  95%|█████████▌| 286/300 [16:07<00:45,  3.26s/it]
Gen. (-00.79) | Discrim. (-00.07):  95%|█████████▌| 286/300 [16:10<00:45,  3.26s/it]
Gen. (-00.79) | Discrim. (-00.07):  96%|█████████▌| 287/300 [16:10<00:42,  3.30s/it]
Gen. (-00.73) | Discrim. (-00.19):  96%|█████████▌| 287/300 [16:14<00:42,  3.30s/it]
Gen. (-00.73) | Discrim. (-00.19):  96%|█████████▌| 288/300 [16:14<00:39,  3.29s/it]
Gen. (-00.66) | Discrim. (-00.06):  96%|█████████▌| 288/300 [16:17<00:39,  3.29s/it]
Gen. (-00.66) | Discrim. (-00.06):  96%|█████████▋| 289/300 [16:17<00:36,  3.28s/it]
Gen. (-00.92) | Discrim. (+00.10):  96%|█████████▋| 289/300 [16:20<00:36,  3.28s/it]
Gen. (-00.92) | Discrim. (+00.10):  97%|█████████▋| 290/300 [16:20<00:32,  3.27s/it]
Gen. (-00.96) | Discrim. (-00.24):  97%|█████████▋| 290/300 [16:23<00:32,  3.27s/it]
Gen. (-00.96) | Discrim. (-00.24):  97%|█████████▋| 291/300 [16:23<00:29,  3.25s/it]
Gen. (-01.22) | Discrim. (-00.14):  97%|█████████▋| 291/300 [16:27<00:29,  3.25s/it]
Gen. (-01.22) | Discrim. (-00.14):  97%|█████████▋| 292/300 [16:27<00:26,  3.28s/it]
Gen. (-01.06) | Discrim. (-00.07):  97%|█████████▋| 292/300 [16:30<00:26,  3.28s/it]
Gen. (-01.06) | Discrim. (-00.07):  98%|█████████▊| 293/300 [16:30<00:23,  3.29s/it]
Gen. (-01.18) | Discrim. (+00.11):  98%|█████████▊| 293/300 [16:33<00:23,  3.29s/it]
Gen. (-01.18) | Discrim. (+00.11):  98%|█████████▊| 294/300 [16:33<00:19,  3.29s/it]
Gen. (-01.34) | Discrim. (+00.04):  98%|█████████▊| 294/300 [16:37<00:19,  3.29s/it]
Gen. (-01.34) | Discrim. (+00.04):  98%|█████████▊| 295/300 [16:37<00:16,  3.26s/it]
Gen. (-00.98) | Discrim. (-00.03):  98%|█████████▊| 295/300 [16:40<00:16,  3.26s/it]
Gen. (-00.98) | Discrim. (-00.03):  99%|█████████▊| 296/300 [16:40<00:13,  3.26s/it]
Gen. (-00.72) | Discrim. (+00.14):  99%|█████████▊| 296/300 [16:43<00:13,  3.26s/it]
Gen. (-00.72) | Discrim. (+00.14):  99%|█████████▉| 297/300 [16:43<00:09,  3.24s/it]
Gen. (-00.92) | Discrim. (+00.02):  99%|█████████▉| 297/300 [16:46<00:09,  3.24s/it]
Gen. (-00.92) | Discrim. (+00.02):  99%|█████████▉| 298/300 [16:46<00:06,  3.23s/it]
Gen. (-00.89) | Discrim. (-00.33):  99%|█████████▉| 298/300 [16:50<00:06,  3.23s/it]
Gen. (-00.89) | Discrim. (-00.33): 100%|█████████▉| 299/300 [16:50<00:03,  3.24s/it]
Gen. (-00.83) | Discrim. (-00.09): 100%|█████████▉| 299/300 [16:53<00:03,  3.24s/it]
Gen. (-00.83) | Discrim. (-00.09): 100%|██████████| 300/300 [16:53<00:00,  3.22s/it]
Gen. (-00.83) | Discrim. (-00.09): 100%|██████████| 300/300 [16:53<00:00,  3.38s/it]
Saved model -> results/ctgan_model.pkl
Sampled 10,000 synthetic workers -> results/synthetic_population_raw.csv
Traceback (most recent call last):
  File "/Users/nishchaldwivedi/Documents/Claude/Experts/Ambitious/nirvi-gupta/B2/src/layer1_ctgan.py", line 248, in <module>
    main()
    ~~~~^^
  File "/Users/nishchaldwivedi/Documents/Claude/Experts/Ambitious/nirvi-gupta/B2/src/layer1_ctgan.py", line 226, in main
    val = validate(real, synth.drop(columns=["worker_id"]))
  File "/Users/nishchaldwivedi/Documents/Claude/Experts/Ambitious/nirvi-gupta/B2/src/layer1_ctgan.py", line 134, in validate
    tvd = total_variation_distance(real[c], synth[c])
  File "/Users/nishchaldwivedi/Documents/Claude/Experts/Ambitious/nirvi-gupta/B2/src/layer1_ctgan.py", line 98, in total_variation_distance
    cats = sorted(set(real.unique()) | set(synth.unique()))
TypeError: '<' not supported between instances of 'float' and 'str'
